#																																																																																				
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	8.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034159593	0	0	0	0	0	0	0	0	0	0	0	0.016214311	0	0	0	0	0	0	0	0	0	0.001324822	0	0	0	0	0	0	0	0	0	0	0	0.007898352	0.002752221	0.005013747	0	0	0.002711324	0	0	0	0	0.001093494
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025966396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007640797	0	0.002749474	0	0	0.001435407	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037826825	0.000706964	0	0	0	0.006674082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001435407	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.000218742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009047115	0	0	0	0	0	0	0	0	0	0.00228833	0	0	0	0	0	0	0	0	0	0.000299611	0	0.011933379	0.000943619	0.002426007	0	0	0.000797448	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011162026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002146291	0.001179523	0.002264273	0	0	0.000637959	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0.00026249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010927036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000393174	0.001617338	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus;s__uncultured_bacterium	0	0.000987136	0.003448693	0.031917176	0.00051337	0.003837667	0.023767167	0.003594097	0	0.000935016	0	0	0.019118033	0.000178031	0	0	0.003575419	0.004820847	0	0.000514744	0	0.000699496	0	0	0.000217912	0.000404727	0	0.002194398	0.002137323	0	0.008411677	0	0	0.000483325	0	0.001205909	0.001572898	0	0	0.005840407	0.010074231	0.01620131	0.185433295	0.185541974	0.018631813	0.115946379	0.018771587	0.047991262	0.407453903	0.023763202	0.19017358	0.020561626	0.064835787	0.007952109	0.001143511	0	0.001475797	0.00195395	0.009004702	0.003513395	0.036314152	0.017222691	0.032808868	0.033021248	0.100317864	0.011813187	0.009049774	0	0	0	0.009116748	0.024967542	0.026743576	0.012791896	0.017221043	0.041403849	0.204958006	0.106957425	0.247049442	0	0.01191796	0.0023912	0.003164557	0.011481684
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Finegoldia;s__uncultured_bacterium	0.000916514	0.001665793	0.002480639	0.22309838	0.000982099	0.0011513	0.001352024	0.002064694	0.004756243	0.003740065	0.000478149	0.000794767	0.064047598	0.000213637	0.002399389	0.001340483	0.000744879	0.001368078	0.000989511	0.000661813	0	0.000209849	0.001461988	0.000651749	0	0	0.007194245	0.010326578	0.016564253	0.006454944	0.003834735	0	0.001755196	0.000483325	0.003453635	0.00582856	0.000362976	0	0	0.004821732	0.010427713	0.003791796	0.000855188	0.001457136	0.012513904	0.016806723	0.003453972	0.013653275	0.008003138	0.003474152	0.052956752	0.016096816	0.022366931	0.000312723	0.000457404	0	0	0.00100338	0.030121922	0.000878349	0.004199067	0.01047814	0.006883605	0.002018277	0.002097902	0.016163004	0.006645928	0.001208459	0.002352941	0.000856031	0.007025259	0.01178468	0.00031463	0.038289835	0.009121648	0.058224163	0.001964237	0.004672897	0.043221691	0.011713031	0.005820399	0.003666507	0.001172058	0.005194095
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Peptoniphilus;s__uncultured_bacterium	0	0.001203072	0.001028558	0.031380753	0	0	0.000782751	0.001070582	0.00110979	0	0	0	0.000699974	0	0	0	0	0	0	0	0.000200803	0	0	0	0	0	0	0.001548987	0.00347315	0.002840176	0.009277585	0	0	0.000402771	0	0.001607879	0	0	0	0.004482173	0.00194415	0.00275767	0.002423033	0.004371408	0.005561735	0.011404562	0.003303799	0.008806362	0.138171832	0.005558644	0.010355987	0.00446481	0.006653454	0.00665654	0	0	0.004033845	0.001742712	0.001035939	0	0.001321928	0.007708057	0.003397104	0.001289455	0.000635728	0.005173993	0.002121041	0	0	0	0.001126187	0.005293119	0	0.005580357	0.004089015	0.042859453	0.00291249	0.034267913	0.027272727	0	0.00304878	0.002550614	0.000703235	0.002460361
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001979218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051511	0.001179523	0.015041242	0	0	0	0	0	0.000637653	0	0.001776927
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;__	0	0	0	0	0	0	0	0	0	0	0	0	0.001006212	0	0	0.007011755	0.001489758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016095076	0	0	0	0	0	0	0	0.000170666	0	0	0	0.001762425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;s__uncultured_bacterium	0.000499917	0	0	0	0	0.001822892	0	0	0	0	0.002295113	0	0.026292764	0	0	0.009383378	0.000595903	0	0	0	0	0.000279799	0	0	0.000762693	0	0	0	0	0	0.022266205	0	0	0	0	0.000502462	0	0.010011123	0	0	0.003711559	0	0.004561003	0.000566664	0.006117909	0.003601441	0.002853281	0.00085333	0	0	0.000764931	0	0	0	0	0	0	0	0.001035939	0.000878349	0	0.003131398	0	0	0	0	0.000565611	0	0	0	0	0	0	0.00154533	0.006526697	0.002102539	0.001151449	0	0.002232855	0	0.011086475	0.013550136	0.000586029	0.00874795
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Endobacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015582285
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__1174-901-12;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012711864
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;__	0	0.001696641	0.001875605	0	0	0	0	0.000917642	0.001664685	0	0	0	0.001837431	0	0.002508452	0.005155702	0.010353818	0.000586319	0	0	0	0.000349748	0	0	0	0.000728509	0	0.00813218	0.009083623	0.012909889	0.003587333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000887463	0	0.00069483	0	0	0	0	0	0.00022786	0	0	0	0.001756697	0	0.012525593	0	0	0	0	0	0	0	0	0	0	0	0	0.001336793	0	0.021132484	0.002076843	0.038118022	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus_sp.	0	0	0	0	0.000178563	0	0	0	0	0	0	0	0.002274915	0	0.002181263	0	0	0	0	0.000955953	0	0	0	0	0	0	0	0.015489867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013875598	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__uncultured_bacterium	0	0	0	0.000911919	0	0	0	0	0	0.002493377	0	0	0	0	0	0	0	0	0.000643182	0	0	0	0	0	0	0	0.008502289	0.013424551	0	0	0	0	0	0	0	0.000904432	0	0	0	0	0	0	0	0	0.001946607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003007108
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;__	0	0	0.000726041	0	0	0	0	0	0	0	0	0	0.00481232	0	0	0.016601361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000585566	0	0	0	0	0	0	0.010180995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016897816	0	0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Candidatus_Alysiosphaera;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012464334	0.000546131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alishewanella;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010237264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Pseudoalteromonadaceae;g__Pseudoalteromonas;__	0	0	0	0	0	0.012472417	0	0	0	0	0	0	0.001356199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__uncultured_bacterium	0	0.000431872	0.000786544	0.001931123	0	0	0	0	0	0.000935016	0.001051927	0	0.003587365	0	0.000545316	0.026294081	0.016685289	0.000977199	0.00089056	0.001544231	0.000573723	0.000489647	0.002126528	0	0	0	0	0.002968891	0.002938819	0	0.068901534	0	0	0.000483325	0	0	0	0	0	0.00237691	0	0	0	0	0.00125139	0.00110044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000898832	0	0	0	0	0	0	0	0	0.033259424	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__uncultured;s__uncultured_bacterium	0	0	0.00375121	0.001877481	0.142292755	0.017365442	0	0.000688231	0.00443916	0.014804426	0	0	0	0.000249243	0	0.000824912	0	0	0	0	0	0	0	0.000760374	0	0	0	0.002194398	0.001870158	0	0	0.00849835	0.002678984	0.006605445	0.000863409	0.001205909	0	0	0	0.001290323	0	0	0.002565564	0.023718935	0.001807564	0	0.009010362	0	0	0	0.000117682	0.00164493	0	0	0	0	0	0	0	0	0	0	0	0.000280316	0	0	0	0	0	0	0	0	0	0	0.000471809	0.001132137	0	0	0	0	0	0.003188267	0.000820441	0.003690541
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003426443	0	0	0	0	0	0.001461988	0	0	0	0	0	0.002404488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002104752	0.031423804	0.016606643	0.007358462	0.001262928	0	0.000416898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__uncultured_bacterium	0.000583236	0	0.001149564	0.000536423	0.002254364	0.018037033	0	0	0.000396354	0	0.004398967	0	0.012380786	0.000961367	0.000872505	0.01453908	0.012960894	0.000912052	0.002770631	0.003088462	0	0	0.000797448	0	0	0	0	0.002581645	0.003740315	0.003614769	0.022389906	0	0	0	0	0.000803939	0	0.002502781	0	0.002648557	0.002474373	0	0	0	0.010984427	0	0.007358462	0	0	0	0	0	0	0	0	0	0	0	0.000956251	0	0	0.003372275	0	0	0	0	0.000424208	0	0	0	0.000321768	0	0	0	0.001179523	0	0.001083717	0	0	0	0.018569845	0	0	0.020503007
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__uncultured;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01047814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;__	0	0.000246784	0	0	0.004062319	0.0046052	0	0.001299992	0.000396354	0	0	0	0.002843643	0	0	0	0.000372439	0	0	0	0	0.000349748	0	0	0.013510569	0	0	0.003614302	0.002137323	0.007487736	0	0	0	0	0.00103609	0.003617727	0	0	0	0.007470289	0	0	0.000997719	0.000242856	0.021690768	0	0.004805526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091171866	0.007419989	0	0	0	0	0	0	0	0	0.000499351	0	0	0	0	0.001219182	0	0.018341308	0.019033675	0	0.02279611	0	0.0370421
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_calcoaceticus	0	0	0	0	0	0	0	0	0	0.004207574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000898832	0	0	0	0	0	0	0	0	0	0.005898294	0	0.010934937
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__uncultured_bacterium	0	0	0	0	0	0	0	0	0	0	0	0.000978174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002413731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001754386	0	0	0.017694883	0.001289264	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;s__uncultured_bacterium	0.005415764	0.002344449	0.005445305	0.002199335	0.000691933	0.000767533	0.001352024	0.002370574	0.001347602	0.001870033	0.001338816	0.001283854	0.004199843	0.000498487	0.001199695	0.004227676	0	0.002736156	0.001434791	0.004265019	0.000516351	0.001608842	0	0	0.001089562	0.001699854	0.005232178	0.008777591	0.043280791	0.045442809	0	0	0.00073903	0	0.001726817	0.002009848	0.001088929	0.001946607	0.001599488	0.012835314	0.007423118	0	0	0.001376184	0.078559511	0.003501401	0.051509236	0.008533297	0	0.007226237	0.000529568	0.012571966	0.001557191	0	0.001600915	0	0	0.003643853	0.001115627	0.001317523	0	0.017704444	0.006257822	0.000897012	0.001335029	0.000549451	0.015837104	0	0	0.000389105	0.000858047	0	0	0	0.000864984	0.002749474	0.004131672	0	0.008931419	0.014641288	0.00748337	0.012274829	0.004688233	0.018862767
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001686138	0	0	0	0	0	0	0	0	0	0.01188455	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__uncultured_bacterium	0	0	0	0	0	0	0	0.004358798	0	0	0	0	0.000612477	0	0	0	0	0	0	0	0	0.000839396	0	0	0	0.005828072	0	0	0	0.011360702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000864984	0.000970403	0	0	0	0	0	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter_sp.	0	0	0	0	6.70E-05	0.040583325	0	0.000305881	0	0	0	0	0.001574941	0	0	0	0	0	0.000296853	0	0	0	0	0	0.001634343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001336793	0	0	0	0	0	0.001940133	0	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__	0	0	0	0	0.000558011	0	0	0	0	0	0.001243186	0	0.001662438	0	0	0	0	0	0.000494756	0	0	0	0	0	0.002832861	0	0	0	0.003205985	0	0	0	0	0	0	0	0	0	0	0.007809847	0.005302227	0	0	0	0.005422692	0.006302521	0	0	0	0	0	0.002232405	0	0	0	0	0	0.000264047	0	0	0	0.047934482	0	0	0	0	0.002545249	0	0	0	0	0.006691301	0	0	0	0	0	0	0.001435407	0	0	0.004144747	0	0.010251504
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_sp.	0	0	0.002299129	0.000965562	0.001941878	0.000959417	0.000498114	0.001070582	0.002061038	0.004675082	0	0	0.010280864	0.000356062	0.005998473	0	0	0.001302932	0.001484267	0.001323627	0.00037292	0.000839396	0	0	0	0.003804436	0	0.0116174	0.018434411	0.008520527	0.002968827	0.001567657	0.003233256	0	0.001726817	0.002311325	0	0	0	0.018268251	0.037645811	0.004825922	0	0	0.026140156	0	0.019822796	0	0	0	0	0.016801786	0	0	0	0.000683579	0	0	0	0	0	0	0	0.001289455	0	0	0.00989819	0	0	0	0.000482651	0.006990912	0	0	0	0	0	0	0	0	0	0.029491471	0	0.027063969
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;__	0	0	0	0	0.005289942	0	0	0.000305881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434499	0	0	0	0	0.007213465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034084066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0